Date,Open,High,Low,Close,Volume
10/07/2022,"102.19","103.32","100.18","101.03","24,507,650"
10/06/2022,"98.47","102.18","98.33","102.06","29,124,721"
10/05/2022,"95.75","99.99","95.66","99.12","34,857,699"
10/04/2022,"93.24","95.36","92.71","95.27","22,133,711"
10/03/2022,"90.04","92.36","89.72","91.92","23,881,330"
09/30/2022,"88.17","89.04","87.31","87.31","21,357,561"
09/29/2022,"88.18","89.36","87.13","88.68","17,896,010"
09/28/2022,"86.12","89.30","85.92","88.86","19,543,320"
09/27/2022,"85.61","86.96","84.81","85.74","17,307,289"
09/26/2022,"84.90","86.22","83.89","83.98","22,043,359"
09/23/2022,"87.50","87.50","84.85","85.75","27,738,820"
09/22/2022,"92.20","92.66","90.52","90.57","16,139,390"
09/21/2022,"93.57","93.88","90.87","90.95","17,332,420"
09/20/2022,"92.73","92.93","91.64","92.44","14,712,520"
09/19/2022,"91.01","93.49","91.00","93.20","15,342,110"
09/16/2022,"95.07","95.34","92.00","93.21","37,874,711"
09/15/2022,"96.22","96.54","94.05","94.83","21,092,270"
09/14/2022,"96.19","98.56","96.15","97.67","22,655,680"
09/13/2022,"96.61","97.78","94.91","95.33","18,229,119"
09/12/2022,"97.65","99.19","96.88","97.61","16,118,940"
09/09/2022,"96.52","97.00","95.32","96.50","17,161,439"
09/08/2022,"94.66","95.42","93.72","94.91","18,759,211"
09/07/2022,"93.19","94.59","92.30","94.14","16,274,660"
09/06/2022,"96.16","96.59","94.51","94.95","19,201,529"
09/02/2022,"96.35","96.79","95.11","95.59","18,206,811"
09/01/2022,"94.42","95.07","92.29","93.87","16,422,990"
08/31/2022,"94.03","96.84","93.59","95.59","18,340,881"
08/30/2022,"98.36","98.62","95.82","96.31","17,086,840"
08/29/2022,"98.18","101.56","98.14","100.12","23,059,211"
08/26/2022,"98.77","99.91","97.42","97.87","15,531,370"
08/25/2022,"98.92","99.86","98.10","99.09","15,305,730"
08/24/2022,"98.01","98.97","97.36","98.58","17,050,311"
08/23/2022,"95.55","98.41","95.45","98.00","23,764,740"
08/22/2022,"93.42","94.49","91.86","94.01","16,019,930"
08/19/2022,"94.16","95.20","93.80","94.08","16,128,560"
08/18/2022,"93.15","95.31","93.09","94.38","17,770,369"
08/17/2022,"91.27","93.21","90.92","92.20","13,678,050"
08/16/2022,"92.03","92.89","91.29","91.46","14,038,210"
08/15/2022,"90.53","92.73","89.66","92.32","20,755,230"
08/12/2022,"92.48","94.02","92.11","94.00","15,058,220"
08/11/2022,"91.84","94.30","91.44","93.19","18,797,869"
08/10/2022,"90.68","91.79","89.19","91.45","18,302,000"
08/09/2022,"90.05","91.61","89.95","90.59","19,083,430"
08/08/2022,"88.61","89.60","88.22","88.95","14,467,150"
08/05/2022,"86.36","89.69","86.28","88.45","17,408,029"
08/04/2022,"90.31","90.34","86.43","87.19","31,821,471"
08/03/2022,"94.42","94.42","90.79","91.02","23,580,811"
08/02/2022,"94.69","95.20","93.82","94.07","16,722,500"
08/01/2022,"94.79","95.35","93.23","94.48","20,793,150"
07/29/2022,"94.45","97.52","94.10","96.93","29,825,830"
07/28/2022,"92.18","93.25","91.01","92.64","20,353,090"
07/27/2022,"90.28","92.00","89.40","91.57","18,046,961"
07/26/2022,"91.13","91.28","89.00","89.63","15,141,200"
07/25/2022,"88.16","90.13","87.42","89.98","17,536,369"
07/22/2022,"87.55","88.47","86.63","87.08","15,479,480"
07/21/2022,"86.93","87.80","85.21","87.75","21,375,670"
07/20/2022,"87.58","89.65","87.25","89.24","16,584,410"
07/19/2022,"86.42","88.52","86.25","88.27","18,248,900"
07/18/2022,"86.58","87.94","85.75","86.10","19,395,811"
07/15/2022,"84.80","84.88","82.90","84.54","17,243,750"
07/14/2022,"81.85","83.31","80.69","83.14","26,343,029"
07/13/2022,"83.38","86.31","83.30","84.84","19,928,600"
07/12/2022,"83.78","85.05","82.86","84.50","21,013,010"
07/11/2022,"85.17","86.12","84.36","85.64","15,608,350"
07/08/2022,"86.95","87.30","84.93","86.08","17,673,820"
07/07/2022,"85.38","86.76","85.30","85.94","23,817,359"
07/06/2022,"83.76","85.23","81.01","83.28","33,375,730"
07/05/2022,"86.34","86.70","83.01","84.81","34,601,328"
07/01/2022,"86.74","87.88","84.71","87.55","26,327,859"
06/30/2022,"86.14","87.60","84.67","85.64","39,948,070"
06/29/2022,"92.98","93.20","87.76","88.12","25,400,939"
06/28/2022,"91.12","93.24","90.35","91.50","33,123,000"
06/27/2022,"87.81","90.04","87.67","89.03","25,478,680"
06/24/2022,"86.95","88.40","85.81","86.90","26,638,990"
06/23/2022,"88.66","89.05","83.52","85.21","35,757,207"
06/22/2022,"87.54","89.76","87.53","87.86","29,769,631"
06/21/2022,"88.58","92.53","88.52","91.48","35,951,461"
06/17/2022,"90.96","91.35","85.66","86.12","64,610,191"
06/16/2022,"92.41","93.13","90.28","91.39","35,696,754"
06/15/2022,"95.99","96.57","93.27","94.89","29,620,779"
06/14/2022,"97.41","98.67","95.27","96.10","31,264,020"
06/13/2022,"97.52","97.77","93.92","95.85","33,421,051"
06/10/2022,"101.94","103.35","99.79","100.46","30,958,350"
06/09/2022,"103.42","104.57","102.16","102.33","26,634,340"
06/08/2022,"103.49","105.57","102.98","104.59","31,613,160"
06/07/2022,"99.70","103.43","99.49","103.37","37,810,230"
06/06/2022,"99.18","99.78","98.67","98.84","20,682,051"
06/03/2022,"97.90","99.66","97.90","99.09","21,038,160"
06/02/2022,"97.29","98.10","96.79","97.67","19,089,109"
06/01/2022,"97.02","98.71","96.62","97.84","25,815,369"
05/31/2022,"98.56","99.78","95.71","96.00","44,888,129"
05/27/2022,"95.95","97.93","95.30","97.59","25,588,789"
05/26/2022,"96.60","97.43","96.20","96.64","24,314,830"
05/25/2022,"94.58","96.53","94.47","96.30","29,947,850"
05/24/2022,"92.82","94.79","92.32","94.40","24,293,330"
05/23/2022,"92.66","94.77","92.55","93.89","27,239,330"
05/20/2022,"91.93","93.59","90.40","91.86","28,795,029"
05/19/2022,"89.00","92.30","89.00","91.14","24,387,369"
05/18/2022,"92.51","92.92","89.83","90.65","25,451,240"
05/17/2022,"91.73","92.45","91.12","92.11","23,120,660"
05/16/2022,"88.98","91.98","88.97","90.95","26,101,221"
05/13/2022,"87.36","88.95","86.35","88.86","25,798,439"
05/12/2022,"85.95","86.38","83.40","86.30","29,491,520"
05/11/2022,"86.43","88.94","86.28","86.79","33,020,629"
05/10/2022,"85.64","86.89","83.52","85.02","34,483,207"
05/09/2022,"89.44","89.56","84.02","84.46","45,851,633"
05/06/2022,"90.98","91.82","89.35","91.69","29,619,350"
05/05/2022,"92.04","92.05","88.39","90.31","41,013,422"
05/04/2022,"89.50","91.88","88.91","91.70","46,188,367"
05/03/2022,"86.26","88.78","86.12","88.19","33,908,102"
05/02/2022,"85.01","87.04","84.63","86.41","36,335,199"
04/29/2022,"88.14","88.14","84.70","85.25","34,656,461"
04/28/2022,"84.88","88.14","84.07","87.20","33,683,762"
04/27/2022,"83.39","85.48","82.28","84.64","32,773,020"
04/26/2022,"82.73","84.72","82.18","82.29","28,941,490"
04/25/2022,"82.37","82.66","79.29","82.26","37,698,262"
04/22/2022,"86.66","88.12","85.00","85.13","23,591,600"
04/21/2022,"88.95","89.80","86.79","87.03","29,010,859"
04/20/2022,"87.97","88.50","87.30","87.96","20,689,410"
04/19/2022,"88.01","88.66","87.27","87.76","20,382,631"
04/18/2022,"88.50","88.89","87.75","88.55","19,032,301"
04/14/2022,"86.67","88.46","86.23","87.83","24,566,439"
04/13/2022,"86.61","87.11","85.19","86.81","19,306,830"
04/12/2022,"85.71","86.82","85.38","85.60","22,444,180"
04/11/2022,"85.78","85.93","83.50","83.85","21,800,100"
04/08/2022,"85.17","87.21","85.17","86.84","24,866,510"
04/07/2022,"83.83","85.44","82.71","85.05","26,121,980"
04/06/2022,"83.42","84.70","82.94","83.65","24,768,199"
04/05/2022,"83.50","85.07","82.56","82.73","21,753,100"
04/04/2022,"83.56","83.66","82.05","83.16","20,880,039"
04/01/2022,"81.99","84.14","81.99","83.12","18,671,080"
03/31/2022,"82.87","84.40","82.55","82.59","27,861,461"
03/30/2022,"83.06","84.01","82.71","83.78","22,079,010"
03/29/2022,"80.81","82.49","79.76","82.37","27,036,250"
03/28/2022,"83.17","83.31","82.02","82.81","21,552,381"
03/25/2022,"82.92","85.49","82.79","85.20","22,408,180"
03/24/2022,"83.46","84.65","82.75","83.38","19,871,631"
03/23/2022,"83.34","84.27","83.05","83.13","27,716,311"
03/22/2022,"81.63","82.20","80.79","81.84","23,132,199"
03/21/2022,"80.12","82.52","79.74","82.20","33,089,289"
03/18/2022,"79.06","79.39","78.10","78.67","41,461,480"
03/17/2022,"78.18","79.15","77.07","78.98","34,041,922"
03/16/2022,"77.81","78.62","76.25","76.93","37,812,301"
03/15/2022,"78.82","79.17","76.37","77.22","47,957,898"
03/14/2022,"83.06","83.45","80.50","81.88","37,462,621"
03/11/2022,"84.07","86.23","83.97","84.92","35,303,367"
03/10/2022,"84.01","85.68","82.90","85.36","44,644,238"
03/09/2022,"84.03","86.57","81.60","82.79","65,466,648"
03/08/2022,"89.05","91.51","85.43","87.78","72,082,258"
03/07/2022,"84.92","87.23","83.90","87.12","55,207,910"
03/04/2022,"81.05","84.28","80.66","84.09","42,844,527"
03/03/2022,"79.86","81.77","79.63","81.04","30,196,609"
03/02/2022,"80.60","82.15","79.82","80.53","44,321,367"
03/01/2022,"78.77","80.65","78.33","79.17","40,002,340"
02/28/2022,"76.51","78.93","76.20","78.42","32,204,641"
02/25/2022,"76.69","77.99","76.26","77.84","28,310,260"
02/24/2022,"79.00","79.03","74.03","75.80","46,199,848"
02/23/2022,"76.46","77.47","76.13","76.77","25,385,010"
02/22/2022,"79.67","79.79","75.31","76.46","35,947,770"
02/18/2022,"77.16","78.17","76.89","77.36","23,394,779"
02/17/2022,"78.48","79.12","77.95","78.23","23,738,820"
02/16/2022,"78.79","79.73","78.04","78.35","21,733,750"
02/15/2022,"76.90","78.19","76.42","77.99","25,089,510"
02/14/2022,"79.58","79.84","77.05","78.98","34,652,781"
02/11/2022,"78.62","80.32","78.23","80.21","42,002,090"
02/10/2022,"78.72","79.68","77.79","78.24","28,527,660"
02/09/2022,"79.58","80.03","78.71","79.00","40,106,121"
02/08/2022,"82.27","82.50","79.92","80.26","34,356,262"
02/07/2022,"81.14","83.08","80.64","82.39","34,949,219"
02/04/2022,"80.87","82.53","80.87","81.41","32,197,539"
02/03/2022,"80.09","80.31","79.02","79.68","28,529,400"
02/02/2022,"80.06","80.81","79.15","80.62","30,299,320"
02/01/2022,"76.45","81.51","76.27","80.83","61,033,078"
01/31/2022,"74.97","76.42","74.27","75.96","36,085,480"
01/28/2022,"74.97","75.62","73.95","75.28","30,595,660"
01/27/2022,"75.46","76.01","73.99","75.12","29,174,689"
01/26/2022,"75.43","76.00","73.49","74.17","35,252,391"
01/25/2022,"72.59","75.24","71.39","74.93","39,278,422"
01/24/2022,"70.88","73.08","69.81","72.79","41,576,129"
01/21/2022,"73.18","73.18","71.04","72.17","35,120,461"
01/20/2022,"72.50","74.37","72.26","73.27","26,774,551"
01/19/2022,"73.75","73.86","72.55","73.11","26,431,641"
01/18/2022,"72.82","73.88","72.01","73.08","32,862,820"
01/14/2022,"70.65","72.15","70.60","71.87","23,012,869"
01/13/2022,"71.12","71.58","70.31","70.63","21,043,180"
01/12/2022,"71.14","71.81","70.64","71.14","23,045,051"
01/11/2022,"68.89","71.40","68.58","71.35","32,936,141"
01/10/2022,"68.97","69.17","67.95","68.47","22,760,320"
01/07/2022,"68.52","69.18","67.98","68.88","23,985,400"
01/06/2022,"68.00","68.48","67.07","68.32","30,668,510"
01/05/2022,"66.50","67.61","66.48","66.75","34,033,281"
01/04/2022,"64.13","66.19","64.10","65.93","38,584,047"
01/03/2022,"61.24","63.60","61.21","63.54","24,290,189"
12/31/2021,"60.74","61.47","60.70","61.19","14,071,970"
12/30/2021,"61.22","61.60","60.77","60.79","11,940,290"
12/29/2021,"61.48","61.60","60.92","61.15","12,733,600"
12/28/2021,"61.91","62.31","61.40","61.69","12,786,870"
12/27/2021,"60.93","61.95","60.42","61.89","12,596,340"
12/23/2021,"61.17","61.84","61.00","61.02","13,543,290"
12/22/2021,"60.34","61.37","59.97","60.99","14,058,340"
12/21/2021,"59.75","60.68","59.72","60.50","19,798,891"
12/20/2021,"58.79","59.25","57.96","59.16","21,819,311"
12/17/2021,"60.95","61.28","59.69","60.03","44,454,953"
12/16/2021,"61.44","62.45","61.30","61.37","21,187,779"
12/15/2021,"61.19","61.50","60.01","61.27","19,961,859"
12/14/2021,"61.26","62.47","61.22","61.54","22,551,150"
12/13/2021,"62.47","62.72","61.35","61.63","17,793,711"
12/10/2021,"63.27","63.35","62.23","63.01","17,942,381"
12/09/2021,"62.05","62.77","61.81","62.61","16,910,330"
12/08/2021,"62.61","63.19","62.34","62.45","18,214,420"
